,Manufacturer,year,preprocessed
11138,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11139,AE,22,ads initiate disengagement diagnosed hardware
11140,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11141,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11142,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11143,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11144,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11145,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11146,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11147,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11148,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11149,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11150,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11151,AE,22,ads initiate disengagement diagnosed hardware
11152,AE,22,ads initiate disengagement diagnosed hardware
11153,AE,22,ads initiate disengagement diagnosed hardware
11154,AE,22,ads initiate disengagement diagnosed hardware
11155,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11156,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11157,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11158,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11159,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11160,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11161,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11162,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11163,AE,22,ads developed motion plan remain stationary requiring disengagement safety_driver
11164,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11165,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11166,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11167,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11168,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11169,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11170,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11171,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11172,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11173,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11174,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11175,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11176,AE,22,ads incorrectly detected state traffic_signal motion plan requiring disengagement safety_driver
11177,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11178,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11179,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11180,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11181,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11182,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11183,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11184,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11185,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11186,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11187,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11188,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11189,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11190,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11191,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11192,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11193,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11194,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11195,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11196,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11197,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11198,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11199,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11200,AE,22,ads initiate disengagement diagnosed hardware
11201,AE,22,ads initiate disengagement diagnosed hardware
11202,AE,22,ads initiate disengagement diagnosed hardware
11203,AE,22,ads initiate disengagement diagnosed hardware
11204,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11205,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11206,AE,22,ads initiate disengagement diagnosed hardware
11207,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11208,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11209,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11210,AE,22,ads initiate disengagement diagnosed hardware
11211,AE,22,ads initiate disengagement diagnosed hardware
11212,AE,22,ads initiate disengagement diagnosed hardware
11213,AE,22,ads initiate disengagement diagnosed hardware
11214,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11215,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11216,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11217,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11218,AE,22,ads incorrectly detected state traffic_signal motion plan requiring disengagement safety_driver
11219,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11220,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11221,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11222,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11223,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11224,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11225,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11226,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11227,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11228,AE,22,ads incorrectly detected state traffic_signal motion plan requiring disengagement safety_driver
11229,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11230,AE,22,ads developed motion plan remain stationary requiring disengagement safety_driver
11231,AE,22,ads initiate disengagement diagnosed hardware
11232,AE,22,ads initiate disengagement diagnosed hardware
11233,AE,22,ads initiate disengagement diagnosed hardware
11234,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11235,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11236,AE,22,ads initiate disengagement diagnosed hardware
11237,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11238,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11239,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11240,AE,22,ads initiate disengagement diagnosed hardware
11241,AE,22,ads initiate disengagement diagnosed hardware
11242,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11243,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11244,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11245,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11246,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11247,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11248,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11249,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11250,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11251,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11252,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11253,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11254,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11255,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11256,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11257,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11258,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11259,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11260,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11261,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11262,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11263,AE,22,ads initiate disengagement diagnosed motion plan
11264,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11265,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11266,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11267,AE,22,ads initiate disengagement diagnosed hardware
11268,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11269,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11270,AE,22,ads initiate disengagement diagnosed hardware
11271,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11272,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11273,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11274,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11275,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11276,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11277,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11278,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11279,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11280,AE,22,ads initiate disengagement diagnosed hardware
11281,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11282,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11283,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11284,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11285,AE,22,ads initiate disengagement diagnosed hardware
11286,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11287,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11288,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11289,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11290,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11291,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11292,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11293,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11294,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11295,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11296,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11297,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11298,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11299,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11300,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11301,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11302,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11303,AE,22,ads incorrectly detected state traffic_signal motion plan requiring disengagement safety_driver
11304,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11305,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11306,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11307,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11308,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11309,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11310,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11311,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11312,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11313,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11314,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11315,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11316,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11317,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11318,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11319,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11320,AE,22,ads initiate disengagement diagnosed hardware
11321,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11322,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11323,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11324,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11325,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11326,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11327,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11328,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11329,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11330,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11331,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11332,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11333,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11334,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11335,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11336,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11337,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11338,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11339,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11340,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11341,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11342,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11343,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11344,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11345,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11346,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11347,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11348,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11349,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11350,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11351,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11352,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11353,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11354,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11355,AE,22,ads initiate disengagement diagnosed hardware
11356,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11357,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11358,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11359,AE,22,ads initiate disengagement diagnosed hardware
11360,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11361,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11362,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11363,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11364,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11365,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11366,AE,22,test sensor field view obstructed preventing adequate perception surrounding requiring disengagement safety_driver
11367,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11368,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11369,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11370,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11371,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11372,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11373,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11374,AE,22,ads initiate disengagement diagnosed hardware
11375,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11376,AE,22,ads initiate disengagement diagnosed hardware
11377,AE,22,ads initiate disengagement diagnosed hardware
11378,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11379,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11380,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11381,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11382,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11383,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11384,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11385,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11386,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11387,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11388,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11389,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11390,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11391,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11392,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11393,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11394,AE,22,ads initiate disengagement diagnosed hardware
11395,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11396,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11397,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11398,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11399,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11400,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11401,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11402,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11403,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11404,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11405,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11406,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11407,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11408,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11409,AE,22,ads initiate disengagement diagnosed hardware
11410,AE,22,ads initiate disengagement diagnosed hardware
11411,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11412,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11413,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11414,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11415,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11416,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11417,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11418,AE,22,ads initiate disengagement diagnosed hardware
11419,AE,22,ads initiate disengagement diagnosed hardware
11420,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11421,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11422,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11423,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11424,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11425,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11426,AE,22,ads initiate disengagement diagnosed hardware
11427,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11428,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11429,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11430,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11431,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11432,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11433,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11434,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11435,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11436,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11437,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11438,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11439,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11440,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11441,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11442,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11443,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11444,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11445,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11446,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11447,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11448,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11449,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11450,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11451,AE,22,ads initiate disengagement diagnosed hardware
11452,AE,22,ads initiate disengagement diagnosed hardware
11453,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11454,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11455,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11456,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11457,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11458,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11459,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11460,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11461,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11462,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11463,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11464,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11465,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11466,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11467,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11468,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11469,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11470,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11471,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11472,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11473,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11474,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11475,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11476,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11477,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11478,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11479,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11480,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11481,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11482,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11483,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11484,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11485,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11486,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11487,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11488,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11489,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11490,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11491,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11492,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11493,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11494,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11495,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11496,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11497,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11498,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11499,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11500,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11501,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11502,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11503,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11504,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11505,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11506,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11507,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11508,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11509,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11510,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11511,AE,22,ads incorrectly perception element surrounding motion plan requiring disengagement safety_driver
11512,AE,22,ads incorrectly detected state traffic_signal motion plan requiring disengagement safety_driver
11513,AE,22,ads initiate disengagement diagnosed hardware
11514,AE,22,discrepancy map motion plan requiring disengagement safety_driver
11515,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11516,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11517,AE,22,ads generated motion plan would placed improper location roadway requiring safety_driver disengage
11518,AE,22,ads incorrectly predict behavior road user motion plan requiring disengagement safety_driver
11519,AE,22,ads generated motion plan meet expectations providing courtesy road users leading safety_driver disengage
11520,AE,22,discrepancy map motion plan requiring disengagement safety_driver
